name	alternative_names	osm_type	osm_id	class	type	lon	lat	place_rank	importance	street	city	county	state	country	country_code	display_name	west	south	east	north	wikidata	wikipedia	housenumbers
Kaya Minos	""	way	48514696	highway	residential	-68.8486977	12.1140864	22	0.2	Kaya Minos	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Minos, Curaçao, Curaçao, Nederland	-68.8497936	12.1131409	-68.8484017	12.1141032	""	""	
Kaya Minguel	""	way	49381364	highway	residential	-68.9866337	12.1450832	22	0.2	Kaya Minguel	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Minguel, Curaçao, Curaçao, Nederland	-68.9869679	12.1446598	-68.9863128	12.1454962	""	""	
Kaya Mingelito Sr	""	way	56701102	highway	residential	-68.8927629	12.1475730	22	0.2	Kaya Mingelito Sr	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Mingelito Sr, Curaçao, Curaçao, Nederland	-68.8946613	12.1473093	-68.8914161	12.1484618	""	""	4, 8, 2, 13, 5
Kaya Mimosa	""	way	48508808	highway	residential	-68.8546900	12.1101958	22	0.2	Kaya Mimosa	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Mimosa, Curaçao, Curaçao, Nederland	-68.8569557	12.1090966	-68.8528003	12.1110716	""	""	
Kaya Milon di Seru	""	way	95698010	highway	residential	-68.8699444	12.1197191	22	0.2	Kaya Milon di Seru	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Milon di Seru, Curaçao, Curaçao, Nederland	-68.8717729	12.1196448	-68.8690277	12.1207312	""	""	
Kaya Militar	""	way	96748011	highway	residential	-68.9187705	12.1467770	22	0.2	Kaya Militar	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Militar, Curaçao, Curaçao, Nederland	-68.9201308	12.1461463	-68.9187642	12.1472204	""	""	
Kaya Mila	""	way	98899061	highway	residential	-68.8740428	12.1144901	22	0.2	Kaya Mila	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Mila, Curaçao, Curaçao, Nederland	-68.8766248	12.1144901	-68.8715153	12.1157236	""	""	
Kaya Mikeas	""	way	485901410	multiple	residential,tertiary	-68.8691648	12.1363897	22	0.2	""	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Mikeas, Curaçao, Curaçao, Nederland	-68.8714644	12.1354139	-68.8669701	12.1363897	""	""	31, 8
Kaya Miguel Suriel	""	way	96987285	highway	residential	-68.8839431	12.1388658	22	0.2	Kaya Miguel Suriel	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Miguel Suriel, Curaçao, Curaçao, Nederland	-68.8842773	12.1388658	-68.8821208	12.1407172	""	""	
Kaya Meteorologiko	""	way	58251013	highway	residential	-68.9372439	12.1745490	22	0.2	Kaya Meteorologiko	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Meteorologiko, Curaçao, Curaçao, Nederland	-68.9379021	12.1740108	-68.9364247	12.1752363	""	""	13, 11
Kaya Merlot	""	way	138658537	highway	residential	-68.8790552	12.0971391	22	0.2	Kaya Merlot	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Merlot, Curaçao, Curaçao, Nederland	-68.8823144	12.0971391	-68.8768137	12.0998553	""	""	
Kaya Merida	""	way	95693357	highway	residential	-68.9230130	12.1682121	22	0.2	Kaya Merida	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Merida, Curaçao, Curaçao, Nederland	-68.9262122	12.1654965	-68.9210561	12.1703680	""	""	181, 15, 187, 296, 280, 183, 254, 294, 260, 39, 169, 189, 185, 167
Kaya Mercelina M. Kwidama-Osepa	""	way	97867764	highway	residential	-69.0759725	12.2867828	22	0.2	Kaya Mercelina M. Kwidama-Osepa	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Mercelina M. Kwidama-Osepa, Curaçao, Curaçao, Nederland	-69.0772081	12.2867521	-69.0747387	12.2868388	""	""	
Kaya Mendelsohn	""	way	30172089	highway	residential	-68.8566093	12.0927459	22	0.2	Kaya Mendelsohn	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Mendelsohn, Curaçao, Curaçao, Nederland	-68.8570994	12.0927459	-68.8557308	12.0937505	""	""	
Kaya Melodika	""	way	30755606	highway	residential	-68.8639702	12.1241741	22	0.2	Kaya Melodika	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Melodika, Curaçao, Curaçao, Nederland	-68.8657749	12.1232417	-68.8635852	12.1252934	""	""	105-B, 24, 32
Kaya Melafier	""	way	97859850	highway	residential	-69.0276731	12.2271631	22	0.2	Kaya Melafier	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Melafier, Curaçao, Curaçao, Nederland	-69.0284533	12.2265088	-69.0271029	12.2280662	""	""	486, 488, 485
Kaya Meiberg	""	way	95693143	highway	residential	-68.9053088	12.1600361	22	0.2	Kaya Meiberg	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Meiberg, Curaçao, Curaçao, Nederland	-68.9067507	12.1599965	-68.9048192	12.1622770	""	""	19, 60X, 17, 13, 15, 24
Kaya Megafon	""	way	30700491	highway	residential	-68.8598835	12.0968378	22	0.2	Kaya Megafon	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Megafon, Curaçao, Curaçao, Nederland	-68.8598908	12.0965791	-68.8588237	12.0971613	""	""	
Kaya Matucana	""	way	30574670	highway	residential	-68.8684764	12.1161443	22	0.2	Kaya Matucana	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Matucana, Curaçao, Curaçao, Nederland	-68.8686117	12.1149162	-68.8682981	12.1174257	""	""	
Kaya Matrimonial	""	way	30755612	highway	residential	-68.8638320	12.1285081	22	0.2	Kaya Matrimonial	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Matrimonial, Curaçao, Curaçao, Nederland	-68.8689364	12.1281171	-68.8609669	12.1294335	""	""	50A
Kaya Mata Siguraraya	""	way	26974040	highway	residential	-68.9793127	12.1522538	22	0.2	Kaya Mata Siguraraya	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Mata Siguraraya, Curaçao, Curaçao, Nederland	-68.9838531	12.1483837	-68.9784655	12.1543103	""	""	
Kaya Mataki	""	way	31739319	highway	residential	-68.9530738	12.1569084	22	0.2	Kaya Mataki	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Mataki, Curaçao, Curaçao, Nederland	-68.9535374	12.1567226	-68.9526469	12.1569271	""	""	
Kaya Marvedis	""	way	374360613	highway	residential	-68.9620899	12.1729290	22	0.2	Kaya Marvedis	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Marvedis, Curaçao, Curaçao, Nederland	-68.9621930	12.1725831	-68.9619869	12.1732750	""	""	
Kaya Marugia Elizabeth	""	way	95693988	highway	residential	-68.8842202	12.1468135	22	0.2	Kaya Marugia Elizabeth	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Marugia Elizabeth, Curaçao, Curaçao, Nederland	-68.8849249	12.1467706	-68.8835154	12.1468565	""	""	
Kaya Marselan	""	way	138658532	highway	residential	-68.8777839	12.0998553	22	0.2	Kaya Marselan	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Marselan, Curaçao, Curaçao, Nederland	-68.8804489	12.0984702	-68.8767022	12.1006935	""	""	
Kaya Marsanne	""	way	308521240	highway	residential	-68.8768717	12.1009081	22	0.2	Kaya Marsanne	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Marsanne, Curaçao, Curaçao, Nederland	-68.8777214	12.0997415	-68.8762910	12.1019405	""	""	
Kaya Marquisette	""	way	97859771	highway	residential	-68.9841996	12.1478651	22	0.2	Kaya Marquisette	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Marquisette, Curaçao, Curaçao, Nederland	-68.9846820	12.1472333	-68.9837154	12.1488207	""	""	
Kaya Marmara	""	way	26952903	highway	residential	-68.8716479	12.0793471	22	0.2	Kaya Marmara	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Marmara, Curaçao, Curaçao, Nederland	-68.8734822	12.0789179	-68.8716294	12.0798106	""	""	
Kaya Markka	""	way	30199141	highway	residential	-68.9625877	12.1701978	22	0.2	Kaya Markka	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Markka, Curaçao, Curaçao, Nederland	-68.9635554	12.1681141	-68.9612912	12.1721469	""	""	
Kaya Marimbula	""	way	364822412	highway	residential	-68.8646296	12.1309533	22	0.2	Kaya Marimbula	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Marimbula, Curaçao, Curaçao, Nederland	-68.8646664	12.1304668	-68.8646269	12.1314401	""	""	
Kaya Marifon	""	way	154819883	highway	residential	-68.8683710	12.1075446	22	0.2	Kaya Marifon	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Marifon, Curaçao, Curaçao, Nederland	-68.8689707	12.1074353	-68.8677715	12.1076526	""	""	
Kaya Maribomba	""	way	95694046	highway	residential	-68.9532069	12.1742322	22	0.2	Kaya Maribomba	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Maribomba, Curaçao, Curaçao, Nederland	-68.9547811	12.1739281	-68.9521292	12.1750828	""	""	
Kaya Marianita Benita Conradus	""	way	310015481	highway	residential	-68.8690204	12.1395190	22	0.2	Kaya Marianita Benita Conradus	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Marianita Benita Conradus, Curaçao, Curaçao, Nederland	-68.8705162	12.1383788	-68.8654692	12.1409568	""	""	
Kaya Marianita B. Conradus	""	way	313321359	highway	residential	-68.8700889	12.1391835	22	0.2	Kaya Marianita B. Conradus	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Marianita B. Conradus, Curaçao, Curaçao, Nederland	-68.8709052	12.1384869	-68.8690204	12.1395190	""	""	
Kaya Maria i Margaritha Carmela-Dam	""	way	363198799	highway	residential	-69.1073433	12.3051910	22	0.2	Kaya Maria i Margaritha Carmela-Dam	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Maria i Margaritha Carmela-Dam, Curaçao, Curaçao, Nederland	-69.1099256	12.3013655	-69.1049802	12.3075362	""	""	
Kaya Marengo	""	way	97718069	highway	residential	-68.9657348	12.1735138	22	0.2	Kaya Marengo	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Marengo, Curaçao, Curaçao, Nederland	-68.9657608	12.1728966	-68.9657095	12.1741324	""	""	
Kaya Manuel V. Ribeiro	""	way	96642180	highway	residential	-68.9060817	12.1315649	22	0.2	Kaya Manuel V. Ribeiro	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Manuel V. Ribeiro, Curaçao, Curaçao, Nederland	-68.9061783	12.1314935	-68.9060817	12.1329365	""	""	
Kaya Man Sushi	""	way	231618598	highway	residential	-68.8275953	12.0951197	22	0.2	Kaya Man Sushi	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Man Sushi, Curaçao, Curaçao, Nederland	-68.8283958	12.0928563	-68.8261812	12.0966344	""	""	
Kaya Manila	""	way	97718063	highway	residential	-68.9265524	12.1763728	22	0.2	Kaya Manila	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Manila, Curaçao, Curaçao, Nederland	-68.9280284	12.1763362	-68.9259253	12.1764459	""	""	
Kaya Mangazina	""	way	309597164	highway	residential	-68.8176112	12.0832066	22	0.2	Kaya Mangazina	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Mangazina, Curaçao, Curaçao, Nederland	-68.8183326	12.0830497	-68.8168247	12.0835447	""	""	
Kaya Mandolin	""	way	97583896	highway	residential	-68.8641832	12.1310734	22	0.2	Kaya Mandolin	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Mandolin, Curaçao, Curaçao, Nederland	-68.8642130	12.1306273	-68.8638294	12.1312356	""	""	
Kaya Managua	""	way	96748076	highway	residential	-68.9282228	12.1561475	22	0.2	Kaya Managua	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Managua, Curaçao, Curaçao, Nederland	-68.9291466	12.1554880	-68.9273394	12.1564636	""	""	
Kaya Mamondengue	""	way	95693315	highway	residential	-68.9494558	12.1726037	22	0.2	Kaya Mamondengue	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Mamondengue, Curaçao, Curaçao, Nederland	-68.9498212	12.1717988	-68.9488316	12.1733812	""	""	3
Kaya Mammilaria	""	way	30574657	highway	residential	-68.8665517	12.1160367	22	0.2	Kaya Mammilaria	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Mammilaria, Curaçao, Curaçao, Nederland	-68.8667277	12.1147903	-68.8665178	12.1172667	""	""	
Kaya Mama Tera	""	way	291761786	highway	residential	-68.8137589	12.0803276	22	0.2	Kaya Mama Tera	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Mama Tera, Curaçao, Curaçao, Nederland	-68.8175421	12.0779153	-68.8089690	12.0820765	""	""	
Kaya Malwa	""	way	267491044	highway	residential	-68.9089968	12.1005777	22	0.2	Kaya Malwa	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Malwa, Curaçao, Curaçao, Nederland	-68.9090825	12.1005298	-68.9085202	12.1012606	""	""	
Kaya Malvern	""	way	267491400	highway	residential	-68.9096839	12.1009599	22	0.2	Kaya Malvern	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Malvern, Curaçao, Curaçao, Nederland	-68.9098151	12.1008997	-68.9091675	12.1016556	""	""	
Kaya Malogia	""	way	380530265	highway	residential	-68.8617094	12.1055978	22	0.2	Kaya Malogia	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Malogia, Curaçao, Curaçao, Nederland	-68.8620741	12.1049605	-68.8617032	12.1060965	""	""	
Kaya Maloa	""	way	48316379	highway	residential	-68.8177117	12.0781752	22	0.2	Kaya Maloa	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Maloa, Curaçao, Curaçao, Nederland	-68.8187174	12.0771233	-68.8161298	12.0805384	""	""	
Kaya Malfasia	""	way	138658534	highway	residential	-68.8780299	12.1006065	22	0.2	Kaya Malfasia	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Malfasia, Curaçao, Curaçao, Nederland	-68.8784677	12.0997084	-68.8771782	12.1012961	""	""	G1, G3
Kaya Malfalda Salbach	""	way	95693993	highway	residential	-68.8766371	12.1497748	22	0.2	Kaya Malfalda Salbach	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Malfalda Salbach, Curaçao, Curaçao, Nederland	-68.8776225	12.1475347	-68.8765691	12.1511872	""	""	
Kaya Malbec	""	way	139631301	highway	residential	-68.8810245	12.0981626	22	0.2	Kaya Malbec	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Malbec, Curaçao, Curaçao, Nederland	-68.8810929	12.0976194	-68.8807419	12.0986374	""	""	
Kaya Makutu	""	way	26974077	highway	residential	-68.9974075	12.1941712	22	0.2	Kaya Makutu	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Makutu, Curaçao, Curaçao, Nederland	-68.9979488	12.1921587	-68.9954677	12.1941712	""	""	18, 25, 9, 26, 19, 27, 24, 13, 20, 17, 16, 6, 23, 15, 5, 14, 21, 7, 10, 11
Kaya Magnesit	""	way	95693534	highway	residential	-68.9268081	12.1627840	22	0.2	Kaya Magnesit	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Magnesit, Curaçao, Curaçao, Nederland	-68.9269170	12.1622097	-68.9266993	12.1633583	""	""	
Kaya Magellan	""	way	30094895	highway	residential	-68.8744824	12.0762053	22	0.2	Kaya Magellan	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Magellan, Curaçao, Curaçao, Nederland	-68.8747421	12.0759089	-68.8742226	12.0765018	""	""	
Kaya Maestronan di Skol	""	way	98908199	highway	residential	-68.9344401	12.1633749	22	0.2	Kaya Maestronan di Skol	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Maestronan di Skol, Curaçao, Curaçao, Nederland	-68.9356679	12.1599365	-68.9339643	12.1665938	""	""	
Kaya Madi	""	way	267492005	highway	residential	-68.9114505	12.1030647	22	0.2	Kaya Madi	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Madi, Curaçao, Curaçao, Nederland	-68.9119389	12.1020423	-68.9111559	12.1030756	""	""	
Kaya Macabeo	""	way	30573489	highway	residential	-68.8818654	12.0985965	22	0.2	Kaya Macabeo	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Macabeo, Curaçao, Curaçao, Nederland	-68.8821419	12.0981527	-68.8815246	12.0989959	""	""	
Kaya Mabi	""	way	267685101	highway	residential	-68.8607336	12.1146442	22	0.2	Kaya Mabi	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Mabi, Curaçao, Curaçao, Nederland	-68.8613728	12.1142996	-68.8597298	12.1148742	""	""	
Kaya Lycaste	""	way	30755630	highway	residential	-68.8344777	12.1398468	22	0.2	Kaya Lycaste	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Lycaste, Curaçao, Curaçao, Nederland	-68.8345241	12.1384964	-68.8342917	12.1411814	""	""	
Kaya Luis F. Phillips	""	way	201425912	highway	residential	-68.8751842	12.1379576	22	0.2	Kaya Luis F. Phillips	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Luis F. Phillips, Curaçao, Curaçao, Nederland	-68.8755849	12.1376835	-68.8745137	12.1385040	""	""	
Kaya Luis Alberto José de Lannoy	""	way	26974026	highway	residential	-68.9777454	12.1523621	22	0.2	Kaya Luis Alberto José de Lannoy	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Luis Alberto José de Lannoy, Curaçao, Curaçao, Nederland	-68.9789085	12.1508609	-68.9776474	12.1532728	""	""	
Kaya Lucia M. Hosepha-Celestina	""	way	58057082	highway	residential	-69.0753313	12.2880346	22	0.2	Kaya Lucia M. Hosepha-Celestina	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Lucia M. Hosepha-Celestina, Curaçao, Curaçao, Nederland	-69.0754285	12.2867841	-69.0753306	12.2892835	""	""	
Kaya Lou-Sin-San	""	way	110529175	highway	residential	-68.9498436	12.1703466	22	0.2	Kaya Lou-Sin-San	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Lou-Sin-San, Curaçao, Curaçao, Nederland	-68.9501799	12.1702722	-68.9495122	12.1703933	""	""	
Kaya Louis Schuschen	""	way	95694206	highway	residential	-68.8807353	12.1478545	22	0.2	Kaya Louis Schuschen	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Louis Schuschen, Curaçao, Curaçao, Nederland	-68.8825925	12.1475690	-68.8788403	12.1481992	""	""	
Kaya L'Oiseaux Maduro	""	way	97859762	highway	residential	-68.9787300	12.1473828	22	0.2	Kaya L'Oiseaux Maduro	Curaçao	""	Curaçao	The Netherlands	nl	Kaya L'Oiseaux Maduro, Curaçao, Curaçao, Nederland	-68.9824710	12.1467554	-68.9786607	12.1483657	""	""	
Kaya Logro	""	way	221345704	highway	residential	-68.8554245	12.1325619	22	0.2	Kaya Logro	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Logro, Curaçao, Curaçao, Nederland	-68.8566021	12.1320792	-68.8542781	12.1328790	""	""	
Kaya Locha	""	way	97718086	highway	residential	-68.9626316	12.1721532	22	0.2	Kaya Locha	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Locha, Curaçao, Curaçao, Nederland	-68.9627815	12.1710374	-68.9621930	12.1732750	""	""	
Kaya Lobi	""	way	110542195	highway	residential	-68.8224509	12.0966524	22	0.2	Kaya Lobi	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Lobi, Curaçao, Curaçao, Nederland	-68.8232876	12.0925158	-68.8221341	12.1003158	""	""	8
Kaya Livorno	""	way	303666766	highway	residential	-68.8609836	12.0963397	22	0.2	Kaya Livorno	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Livorno, Curaçao, Curaçao, Nederland	-68.8614832	12.0956937	-68.8609656	12.0966558	""	""	
Kaya Livistona	""	way	364962133	highway	residential	-68.9268467	12.1781331	22	0.2	Kaya Livistona	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Livistona, Curaçao, Curaçao, Nederland	-68.9271644	12.1769493	-68.9259626	12.1791602	""	""	12, A66
Kaya Lire	""	way	97718093	highway	residential	-68.9628798	12.1709946	22	0.2	Kaya Lire	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Lire, Curaçao, Curaçao, Nederland	-68.9635897	12.1708441	-68.9622161	12.1710399	""	""	
Kaya Linasa	""	way	30699953	highway	residential	-68.8565618	12.1073737	22	0.2	Kaya Linasa	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Linasa, Curaçao, Curaçao, Nederland	-68.8570530	12.1069489	-68.8560909	12.1078209	""	""	
Kaya Limonita	""	way	267676739	highway	residential	-68.9426129	12.1704034	22	0.2	Kaya Limonita	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Limonita, Curaçao, Curaçao, Nederland	-68.9434552	12.1700697	-68.9417675	12.1707448	""	""	
Kaya Lima	""	way	96748383	highway	residential	-68.9314379	12.1590655	22	0.2	Kaya Lima	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Lima, Curaçao, Curaçao, Nederland	-68.9314400	12.1571179	-68.9297736	12.1594852	""	""	23, 34, 26, 43, 27, 29, 39, 41, 49, 12, 33, 31, 22, 9, 21, 53, 57, 15, 59, 19, 28, 4, 14, 63, 55, 17, 37, 25, 51, 45, 16, 6, 11, 5, 10A, 24, 10, 13, 8, 38, 36, 18, 30, 20, 7, 32, 61, 47, 35
Kaya Libertadora	""	way	397817290	highway	residential	-68.8583938	12.1100126	22	0.2	Kaya Libertadora	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Libertadora, Curaçao, Curaçao, Nederland	-68.8605688	12.1082328	-68.8569813	12.1105788	""	""	
Kaya Liba	""	way	97718105	highway	residential	-68.9646055	12.1705309	22	0.2	Kaya Liba	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Liba, Curaçao, Curaçao, Nederland	-68.9646847	12.1700821	-68.9639197	12.1713611	""	""	
Kaya Leva	""	way	97718067	highway	residential	-68.9639413	12.1719686	22	0.2	Kaya Leva	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Leva, Curaçao, Curaçao, Nederland	-68.9646998	12.1718842	-68.9635342	12.1732824	""	""	
Kaya Lepta	""	way	97718146	highway	residential	-68.9644414	12.1721485	22	0.2	Kaya Lepta	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Lepta, Curaçao, Curaçao, Nederland	-68.9650598	12.1713702	-68.9644044	12.1724354	""	""	
Kaya Leopold lll	""	way	139631303	highway	residential	-68.8805139	12.0995135	22	0.2	Kaya Leopold lll	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Leopold lll, Curaçao, Curaçao, Nederland	-68.8810904	12.0988246	-68.8802968	12.1003502	""	""	
Kaya Lempira	""	way	97718134	highway	residential	-68.9656448	12.1722066	22	0.2	Kaya Lempira	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Lempira, Curaçao, Curaçao, Nederland	-68.9656648	12.1715004	-68.9656401	12.1729129	""	""	
Kaya Lèis	""	way	300288272	highway	residential	-68.8346536	12.0973767	22	0.2	Kaya Lèis	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Lèis, Curaçao, Curaçao, Nederland	-68.8353097	12.0973337	-68.8340039	12.0974866	""	""	
Kaya Laurel	""	way	31237728	highway	residential	-68.8448159	12.1075398	22	0.2	Kaya Laurel	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Laurel, Curaçao, Curaçao, Nederland	-68.8450032	12.1064985	-68.8447007	12.1085722	""	""	
Kaya Latania	""	way	364962137	highway	residential	-68.9259029	12.1765843	22	0.2	Kaya Latania	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Latania, Curaçao, Curaçao, Nederland	-68.9261852	12.1743095	-68.9240963	12.1778030	""	""	37B, 43B, B66, 42B, 46 B, B51, 293C, 36, B65
Kaya Larimar	""	way	95693137	highway	residential	-68.9282599	12.1625120	22	0.2	Kaya Larimar	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Larimar, Curaçao, Curaçao, Nederland	-68.9282769	12.1618432	-68.9276341	12.1645156	""	""	
Kaya Laptop	""	way	30573524	highway	residential	-68.8686099	12.1000861	22	0.2	Kaya Laptop	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Laptop, Curaçao, Curaçao, Nederland	-68.8693052	12.0992699	-68.8684297	12.1011464	""	""	
Kaya Lanterna	""	way	108342460	highway	residential	-68.8944243	12.0965899	22	0.2	Kaya Lanterna	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Lanterna, Curaçao, Curaçao, Nederland	-68.8951688	12.0963346	-68.8936900	12.0968122	""	""	
Kaya Lando	""	way	30095026	highway	residential	-68.8987812	12.0977963	22	0.2	Kaya Lando	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Lando, Curaçao, Curaçao, Nederland	-68.9011632	12.0976690	-68.8964071	12.0978030	""	""	29, 24, 26, 19
Kaya Lamper	""	way	96747978	highway	residential	-68.9355094	12.1727804	22	0.2	Kaya Lamper	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Lamper, Curaçao, Curaçao, Nederland	-68.9365261	12.1726011	-68.9354405	12.1731913	""	""	
Kaya Laelia	""	way	30755633	highway	residential	-68.8351833	12.1409419	22	0.2	Kaya Laelia	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Laelia, Curaçao, Curaçao, Nederland	-68.8359945	12.1408529	-68.8343783	12.1409664	""	""	
Kaya Labizjan	""	way	48400279	highway	residential	-68.8989509	12.0983806	22	0.2	Kaya Labizjan	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Labizjan, Curaçao, Curaçao, Nederland	-68.8989654	12.0977871	-68.8975347	12.0999346	""	""	
Kaya Labariano	""	way	364826142	highway	residential	-68.8679628	12.1495391	22	0.2	Kaya Labariano	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Labariano, Curaçao, Curaçao, Nederland	-68.8691487	12.1489307	-68.8669005	12.1498476	""	""	79, 53C, 90C
Kaya Kyat	""	way	97718071	highway	residential	-68.9661529	12.1721551	22	0.2	Kaya Kyat	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Kyat, Curaçao, Curaçao, Nederland	-68.9662027	12.1715439	-68.9661485	12.1727695	""	""	
Kaya Kustbatterij	""	way	26818180	highway	residential	-68.9081192	12.1005397	22	0.2	Kaya Kustbatterij	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Kustbatterij, Curaçao, Curaçao, Nederland	-68.9102491	12.0983729	-68.9079509	12.1020746	""	""	
Kaya Kura Piedra	""	way	95693908	highway	residential	-68.9379234	12.1662026	22	0.2	Kaya Kura Piedra	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Kura Piedra, Curaçao, Curaçao, Nederland	-68.9411786	12.1654330	-68.9346017	12.1663067	""	""	2
Kaya Kuna	""	way	97726239	highway	residential	-68.9659097	12.1703528	22	0.2	Kaya Kuna	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Kuna, Curaçao, Curaçao, Nederland	-68.9665356	12.1702903	-68.9652810	12.1704390	""	""	
Kaya Kumulus	""	way	96748049	highway	residential	-68.9390065	12.1745663	22	0.2	Kaya Kumulus	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Kumulus, Curaçao, Curaçao, Nederland	-68.9390065	12.1740356	-68.9380349	12.1752985	""	""	16, 14, 10, 12, 26
Kaya Kuki Indjan	""	way	30172468	highway	residential	-68.8734344	12.0864506	22	0.2	Kaya Kuki Indjan	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Kuki Indjan, Curaçao, Curaçao, Nederland	-68.8743571	12.0864502	-68.8725020	12.0866038	""	""	
Kaya Kuihi	""	way	95693118	highway	residential	-68.8676547	12.1185556	22	0.2	Kaya Kuihi	Curaçao	""	Curaçao	The Netherlands	nl	Kaya Kuihi, Curaçao, Curaçao, Nederland	-68.8677636	12.1173150	-68.8673908	12.1197500	""	""	
